EEID,FullName,JobTitle,Department,BusinessUnit,Gender,Ethnicity,Age,HireDate,AnnualSalary,Bonus%,Country,City,ExitDate
E00217,Natalie Yu,Consultant,Finance,Speciality,Female,Asian,55,20-07-2009,"$74,722",3%,China,Phoenix,########
E00218,James Brown,Engineer,Research,Corporate,Male,Caucasian,43,04-02-2011,"$115,324",22%,United States,Miami,########
E00219,Paige Leon,Manager,Engineering,Speciality,Female,Asian,52,13-10-1997,"$185,024",10%,India,Phoenix,########
E00220,Crystal Robertson,Technical,IT,Manufacturing,Female,Other,26,19-02-2002,"$192,588",28%,United States,Chicago,########
E00221,Dr. Leonard Sloan,Engineer,Research,Manufacturing,Female,Caucasian,38,25-09-2004,"$157,406",17%,China,Shanghai,########
E00222,Makayla Casey,Consultant,Engineering,Manufacturing,Male,Other,50,29-04-2013,"$60,373",11%,India,Austin,########
E00223,Roy Burgess,Manager,Finance,Corporate,Female,Asian,45,22-02-2020,"$67,992",16%,United States,Seattle,########
E00224,Brian Williams,Director,Engineering,Speciality,Male,Caucasian,27,17-07-2014,"$80,960",30%,Brazil,Austin,########
E00225,Martin Henry,Vice President,Engineering,Speciality,Male,Other,22,13-09-2012,"$68,630",10%,Brazil,Shanghai,########
E00226,Megan Andersen,Coordinator,Finance,Corporate,Male,Caucasian,53,06-05-2011,"$83,960",5%,India,Seattle,18-04-2022
E00227,Jerry Dickerson,Consultant,Sales,Corporate,Male,Latino,23,19-12-1995,"$156,704",3%,Brazil,Shanghai,########
E00228,Bethany Dunlap,Engineer,Engineering,Speciality,Male,Asian,22,01-07-1996,"$125,631",27%,Germany,Phoenix,########
E00229,Samantha Ferguson,Consultant,Sales,Manufacturing,Male,Caucasian,53,11-04-2019,"$111,101",0%,United States,Phoenix,########
E00230,Ronald Pittman,Technical,Engineering,Speciality,Male,Other,27,06-05-2002,"$148,160",24%,Germany,Rio de Janeiro,########
E00231,Katherine Smith,Coordinator,Sales,Corporate,Male,Latino,30,25-05-2001,"$81,374",30%,Brazil,Rio de Janeiro,########
E00232,Kelly Cuevas,Technical,Finance,Speciality,Male,Caucasian,32,12-11-1995,"$137,600",7%,Brazil,Miami,########
E00233,James Chang,Consultant,IT,Manufacturing,Female,Caucasian,22,01-06-2016,"$149,142",1%,Brazil,Seattle,########
E00234,Richard Soto,Consultant,Finance,Manufacturing,Male,Black,55,25-04-2017,"$146,384",5%,Germany,Phoenix,########
E00235,Bryan Wolf,Director,Research,Corporate,Female,Caucasian,51,05-07-1997,"$126,078",24%,Brazil,Rio de Janeiro,02-02-2020
E00236,Gregory Briggs,Consultant,IT,Speciality,Male,Other,57,11-02-2023,"$81,442",25%,United States,Manaus,10-02-2020
E00237,Patricia Harrell,Manager,Finance,Corporate,Male,Asian,24,03-05-1999,"$136,586",15%,Brazil,Phoenix,########
E00238,Teresa Morrison,Engineer,IT,Corporate,Female,Caucasian,59,19-02-2016,"$173,783",8%,United States,Chicago,########
E00239,Ronald Wilkins,Vice President,Marketing,Corporate,Female,Other,37,02-12-2010,"$51,565",4%,Brazil,Miami,########
E00240,Timothy Diaz,Analyst,Research,Speciality,Female,Other,35,10-01-1998,"$142,873",19%,Germany,Austin,########
E00241,Monica Vasquez,Coordinator,Research,Speciality,Female,Other,58,30-07-2014,"$138,941",29%,Brazil,Chongqing,########
E00242,Michael Miller,Consultant,Marketing,Speciality,Female,Latino,57,08-06-2004,"$133,147",11%,India,Phoenix,########
E00243,Roger Skinner,Technical,Research,Speciality,Female,Other,55,20-03-1998,"$123,359",4%,Brazil,Columbus,########
E00244,Robert Potts,Vice President,IT,Corporate,Male,Latino,39,24-02-1997,"$162,182",23%,India,Miami,########
E00245,Mary Butler,Analyst,IT,Corporate,Female,Caucasian,32,17-01-2003,"$172,111",18%,Brazil,Austin,########
E00246,Nicholas Wilson,Sr. Manager,Engineering,Speciality,Male,Caucasian,42,11-07-2011,"$152,579",29%,Germany,Manaus,########
E00247,Frank Pace,Consultant,Research,Corporate,Male,Caucasian,48,04-12-2002,"$121,748",2%,Germany,Miami,########
E00248,Rodney Sampson,Engineer,Research,Corporate,Male,Asian,34,08-08-2012,"$80,161",0%,United States,Manaus,########
E00249,Michael Davis,Manager,IT,Manufacturing,Female,Latino,55,20-04-1997,"$76,227",6%,United States,Manaus,21-04-2023
E00250,Jeff Waller,Coordinator,Engineering,Corporate,Female,Black,25,19-08-2005,"$58,050",27%,United States,Seattle,########
E00251,Michael Powell,Engineer,IT,Corporate,Female,Latino,32,25-09-2001,"$190,965",18%,India,Manaus,########
E00252,Howard Pierce,Analyst,Marketing,Manufacturing,Female,Caucasian,55,12-05-2015,"$166,461",24%,Germany,Miami,########
E00253,Amy Allen,Technical,IT,Corporate,Male,Other,50,25-10-1996,"$170,497",29%,Brazil,Chicago,########
E00254,Sarah Morales DDS,Analyst,Engineering,Speciality,Female,Other,23,05-05-1996,"$144,293",23%,Brazil,Miami,########
E00255,George Harmon,Technical,Finance,Manufacturing,Female,Latino,46,09-12-2001,"$95,971",21%,China,Miami,########
E00256,Aaron Mccoy DDS,Manager,Marketing,Speciality,Female,Latino,23,17-03-2004,"$103,666",0%,China,Rio de Janeiro,########
E00257,Lisa Walters,Sr. Manager,IT,Corporate,Male,Other,40,29-08-2005,"$58,822",2%,India,Seattle,########
E00258,Angela Francis,Technical,Research,Manufacturing,Male,Black,57,13-07-1996,"$111,595",8%,United States,Seattle,########
E00259,Kathy Nichols,Consultant,Engineering,Manufacturing,Female,Black,50,21-10-2003,"$165,304",22%,Germany,Chicago,########
E00260,Stephanie Walker,Director,Research,Corporate,Female,Other,42,10-11-2009,"$181,389",27%,Brazil,Manaus,########
E00261,Isaiah Harris,Manager,Engineering,Manufacturing,Male,Other,43,28-10-2001,"$193,432",15%,India,Miami,########
E00262,Michael James,Vice President,Research,Manufacturing,Female,Other,39,15-04-2003,"$118,541",24%,India,Chongqing,########
E00263,Michelle Olson,Director,Engineering,Speciality,Female,Other,51,04-09-2019,"$113,506",13%,United States,Phoenix,19-01-2024
E00264,Scott Mendez,Technical,Sales,Speciality,Female,Caucasian,39,04-11-2020,"$80,344",30%,Germany,Austin,########
E00265,Debbie Boyd,Director,Finance,Corporate,Female,Black,54,29-08-2009,"$180,612",29%,Brazil,Seattle,########
E00266,Jennifer Garcia,Technical,Engineering,Corporate,Female,Black,47,27-03-2008,"$78,355",5%,Brazil,Chongqing,########
E00267,David Rich,Analyst,Engineering,Corporate,Female,Latino,37,02-07-2000,"$178,781",26%,India,Rio de Janeiro,16-09-2024
E00268,George Wheeler,Technical,Finance,Speciality,Male,Asian,46,27-09-2009,"$81,519",21%,Germany,Chongqing,########
E00269,Calvin Reyes,Director,Research,Manufacturing,Female,Asian,23,15-07-1998,"$130,336",12%,China,Chongqing,########
E00270,Spencer Williams,Analyst,Marketing,Manufacturing,Male,Asian,33,21-05-2000,"$176,250",15%,China,Chongqing,########
E00271,Tara Garcia,Engineer,Finance,Corporate,Male,Caucasian,23,28-07-2014,"$180,797",16%,Brazil,Chicago,12-04-2021
E00272,Bryce Lang,Consultant,Research,Speciality,Female,Asian,43,23-08-2022,"$51,496",14%,Brazil,Chicago,########
E00273,Mr. Corey Warner,Consultant,Research,Manufacturing,Female,Caucasian,54,11-04-2023,"$157,895",24%,India,Columbus,########
E00274,Christopher Robinson,Engineer,Marketing,Speciality,Male,Asian,23,20-11-2013,"$83,113",27%,China,Chongqing,17-12-2020
E00275,Alexandria Williams,Technical,IT,Manufacturing,Female,Other,36,01-06-2012,"$79,599",26%,Germany,Seattle,########
E00276,Kathleen Crawford,Vice President,Research,Speciality,Female,Latino,31,23-01-2022,"$124,650",27%,United States,Phoenix,########
E00277,Stephanie Newman,Sr. Manager,Sales,Speciality,Male,Other,40,11-08-1998,"$102,289",25%,Brazil,Rio de Janeiro,########
E00278,Lisa Moody,Engineer,Finance,Corporate,Female,Asian,47,04-09-1995,"$86,039",15%,Brazil,Seattle,16-06-2020
E00279,April Owens,Technical,Research,Corporate,Male,Caucasian,42,19-05-2000,"$182,879",6%,Germany,Seattle,02-06-2021
E00280,Cody Stone,Technical,Marketing,Speciality,Male,Latino,26,21-03-2019,"$76,411",0%,China,Seattle,########
E00281,Susan Torres,Technical,IT,Manufacturing,Male,Latino,59,16-01-2004,"$56,401",4%,India,Chicago,########
E00282,Jonathan Bell,Analyst,Marketing,Corporate,Male,Asian,29,13-06-2008,"$126,012",1%,United States,Manaus,########
E00283,Michael Matthews,Sr. Manager,Research,Corporate,Male,Latino,24,22-09-2008,"$85,422",15%,Germany,Miami,########
E00284,Lisa Morris,Sr. Manager,Finance,Speciality,Female,Caucasian,37,04-03-2021,"$129,492",10%,China,Chongqing,13-01-2021
E00285,Erin Estes,Coordinator,IT,Manufacturing,Male,Asian,36,23-09-2009,"$58,686",0%,India,Rio de Janeiro,########
E00286,Nina Smith,Director,Sales,Manufacturing,Male,Black,24,10-02-2020,"$132,762",21%,India,Manaus,########
E00287,Jason Blackburn,Technical,Finance,Corporate,Female,Other,41,06-05-2006,"$84,235",23%,United States,Phoenix,########
E00288,Wesley Rice,Analyst,IT,Corporate,Male,Latino,43,23-09-2001,"$181,554",9%,Brazil,Seattle,########
E00289,Blake Reynolds,Manager,Sales,Manufacturing,Female,Other,43,29-07-2013,"$112,876",15%,Germany,Seattle,########
E00290,Michael Dickerson,Director,Sales,Manufacturing,Male,Caucasian,27,17-11-2021,"$71,900",28%,United States,Chongqing,########
E00291,Cindy Miller,Coordinator,Engineering,Speciality,Female,Asian,41,23-10-2003,"$185,298",3%,India,Seattle,########
E00292,Joshua Guzman,Engineer,Sales,Corporate,Female,Latino,49,12-08-2000,"$142,291",20%,India,Columbus,03-10-2024
E00293,Monique Cowan,Manager,Engineering,Speciality,Female,Latino,31,02-06-2014,"$148,381",27%,China,Columbus,########
E00294,Sarah James,Technical,Finance,Speciality,Female,Caucasian,32,19-10-1995,"$169,988",11%,United States,Manaus,15-09-2020
E00295,Mark Schaefer,Director,IT,Speciality,Male,Latino,57,15-02-2015,"$177,532",24%,India,Austin,18-05-2021
E00296,Stephanie Morris,Analyst,Marketing,Speciality,Male,Asian,23,29-12-2000,"$138,303",22%,Germany,Miami,########
E00297,Tim West,Engineer,Finance,Manufacturing,Female,Latino,26,31-08-1999,"$124,240",9%,Brazil,Manaus,########
E00298,Eric Chapman,Analyst,Finance,Speciality,Male,Other,33,26-02-2020,"$162,957",17%,Brazil,Chicago,########
E00299,Joseph Stevens,Director,Research,Speciality,Male,Latino,48,27-10-2013,"$71,683",2%,China,Phoenix,########
E00300,Krystal Franco,Sr. Manager,Marketing,Manufacturing,Male,Asian,34,10-02-2016,"$124,531",2%,China,Austin,########
E00301,David Porter,Consultant,Marketing,Corporate,Male,Latino,44,09-06-1998,"$126,906",9%,China,Rio de Janeiro,########
E00302,Sarah Vega,Analyst,Sales,Corporate,Male,Caucasian,23,04-11-2015,"$86,256",20%,India,Miami,23-05-2020
E00303,Chris Davis,Director,Engineering,Speciality,Male,Black,39,09-08-2013,"$101,341",21%,India,Austin,########
E00304,Judy Hernandez,Engineer,Engineering,Corporate,Male,Latino,22,01-02-2007,"$175,975",11%,India,Phoenix,########
E00305,Paula Mendoza,Director,Sales,Manufacturing,Male,Other,52,10-08-2014,"$60,695",11%,India,Columbus,########
E00306,Anne Sanford,Analyst,Sales,Speciality,Female,Other,50,15-02-2009,"$107,951",1%,United States,Shanghai,########
E00307,Mark Burke,Director,Engineering,Speciality,Female,Other,45,31-05-2008,"$95,522",8%,Brazil,Austin,########
E00308,Andrew Morris,Director,Sales,Speciality,Female,Black,27,30-11-2014,"$140,073",7%,Germany,Rio de Janeiro,########
E00309,Gregory Swanson,Manager,Research,Corporate,Male,Caucasian,45,28-07-2022,"$67,364",10%,United States,Seattle,########
E00310,Jacob Henderson,Coordinator,Engineering,Manufacturing,Male,Caucasian,47,01-01-2000,"$80,988",16%,Brazil,Phoenix,########
E00311,Andrew Patterson,Technical,Sales,Corporate,Male,Latino,53,24-08-2004,"$191,079",3%,Brazil,Columbus,########
E00312,Jeffrey Thomas,Director,IT,Speciality,Male,Asian,23,25-12-2022,"$112,365",4%,Brazil,Manaus,########
E00313,Elizabeth Moore,Coordinator,Marketing,Corporate,Female,Other,35,22-02-2013,"$162,160",27%,China,Columbus,########
E00314,Andrew Wallace,Engineer,Marketing,Speciality,Female,Caucasian,39,18-07-2006,"$160,984",8%,China,Rio de Janeiro,14-08-2022
E00315,Thomas Wolfe,Consultant,IT,Corporate,Female,Other,54,15-01-2004,"$77,542",5%,Brazil,Columbus,28-09-2024
E00316,Angela Davis,Technical,Engineering,Speciality,Female,Black,45,27-05-2001,"$108,398",3%,Brazil,Phoenix,08-05-2024
E00317,Nicholas Melendez,Manager,Sales,Manufacturing,Female,Latino,32,03-07-2001,"$85,036",28%,Germany,Miami,########
E00318,Anthony Wilson,Manager,Finance,Manufacturing,Male,Caucasian,26,11-04-2003,"$198,727",22%,India,Chongqing,########
E00319,Dawn Woods,Consultant,IT,Manufacturing,Female,Other,54,11-02-2001,"$155,741",0%,Brazil,Columbus,########
E00320,Steven Flores,Consultant,Engineering,Speciality,Female,Other,43,15-02-2015,"$155,822",9%,China,Shanghai,########
E00321,Brandon Dawson,Vice President,Finance,Speciality,Female,Caucasian,49,25-09-2017,"$194,207",13%,India,Shanghai,07-11-2021
E00322,David Herring,Engineer,Marketing,Manufacturing,Female,Other,54,16-10-2009,"$181,807",25%,India,Chicago,09-06-2022
E00323,Thomas Perry,Consultant,Research,Manufacturing,Male,Latino,45,19-04-1997,"$52,275",9%,United States,Phoenix,########
E00324,Tracy Sharp,Manager,Marketing,Speciality,Female,Asian,54,18-02-2000,"$97,567",15%,India,Rio de Janeiro,########
E00325,Christina Smith DDS,Technical,Sales,Speciality,Male,Other,33,25-03-2002,"$97,450",23%,United States,Rio de Janeiro,########
E00326,John Shaw,Vice President,Marketing,Speciality,Male,Latino,56,16-10-2018,"$171,604",17%,India,Manaus,10-05-2024
E00327,Dr. Monica Murray DVM,Technical,Engineering,Speciality,Female,Latino,54,19-05-2018,"$146,060",30%,India,Shanghai,########
E00328,Christine Hunter,Manager,IT,Corporate,Male,Other,56,11-03-2007,"$159,952",20%,Brazil,Austin,########
E00329,Jason Smith,Technical,Engineering,Speciality,Male,Black,25,09-03-1999,"$138,929",19%,Germany,Manaus,########
E00330,Holly Gonzalez,Director,IT,Manufacturing,Female,Black,46,04-12-2006,"$82,237",16%,China,Chicago,01-12-2020
E00331,Jessica Jimenez,Coordinator,Finance,Corporate,Male,Black,55,13-12-2020,"$171,262",2%,Germany,Manaus,07-09-2022
E00332,Kevin Howard,Sr. Manager,Research,Speciality,Male,Caucasian,58,17-04-2012,"$83,592",5%,Brazil,Miami,########
E00333,Katelyn King,Consultant,Marketing,Speciality,Female,Black,24,08-10-1996,"$70,414",27%,India,Seattle,########
E00334,Sarah Rivera,Sr. Manager,Research,Speciality,Male,Latino,41,23-09-2016,"$64,651",20%,India,Manaus,########
E00335,Ashley Nelson,Consultant,Research,Manufacturing,Male,Other,31,17-10-2015,"$140,930",26%,Brazil,Austin,########
E00336,Maria Thomas,Consultant,Engineering,Corporate,Female,Caucasian,48,24-07-2020,"$180,792",10%,United States,Austin,31-03-2020
E00337,Shari Ryan,Manager,IT,Corporate,Female,Asian,58,18-06-2017,"$161,924",17%,United States,Miami,########
E00338,Julian Ortega,Coordinator,Engineering,Corporate,Female,Caucasian,53,13-12-2018,"$136,569",21%,United States,Manaus,########
E00339,Gavin Mercer,Engineer,Engineering,Manufacturing,Male,Latino,47,05-11-2002,"$60,931",4%,Germany,Chicago,########
E00340,Kimberly Alexander,Sr. Manager,Finance,Corporate,Female,Black,53,14-11-2010,"$113,821",21%,United States,Rio de Janeiro,########
E00341,Jeremy Sanchez,Director,Marketing,Manufacturing,Male,Caucasian,55,05-10-2010,"$84,831",7%,India,Seattle,13-03-2022
E00342,Jasmin Pierce,Vice President,Engineering,Speciality,Male,Asian,34,17-06-1996,"$148,966",11%,Germany,Chongqing,########
E00343,Kenneth Gross,Manager,IT,Manufacturing,Male,Black,57,24-10-1997,"$65,549",1%,Germany,Rio de Janeiro,########
E00344,Jacob Guzman,Technical,IT,Manufacturing,Female,Black,29,10-01-2023,"$121,431",24%,Brazil,Miami,########
E00345,Chad Jones,Sr. Manager,Sales,Corporate,Male,Caucasian,30,13-08-2000,"$171,593",2%,United States,Chicago,########
E00346,David Patterson,Analyst,Finance,Manufacturing,Female,Asian,22,05-05-2002,"$141,910",16%,United States,Chicago,########
E00347,Crystal Strickland,Consultant,Marketing,Corporate,Female,Black,44,10-06-1998,"$113,569",4%,United States,Chongqing,########
E00348,Edgar Robles,Director,Marketing,Corporate,Male,Latino,41,06-11-2017,"$105,314",0%,United States,Columbus,########
E00349,Kendra Coleman,Sr. Manager,IT,Manufacturing,Male,Black,48,05-08-1997,"$70,371",3%,Germany,Phoenix,########
E00350,Marilyn Martinez,Consultant,Engineering,Corporate,Male,Other,57,03-01-1998,"$126,853",16%,India,Miami,14-06-2024
E00351,Keith Warren,Director,Sales,Corporate,Female,Asian,56,03-11-2006,"$168,294",17%,Germany,Miami,04-01-2024
E00352,Mrs. Jennifer Carlson,Coordinator,Finance,Corporate,Female,Caucasian,29,17-09-2003,"$53,155",4%,India,Manaus,########
E00353,Dawn Lewis,Engineer,Research,Corporate,Male,Caucasian,37,23-10-2014,"$170,554",8%,China,Chongqing,########
E00354,Hannah Bender,Analyst,IT,Corporate,Male,Asian,56,15-12-2016,"$85,733",11%,United States,Seattle,21-11-2022
E00355,Mr. Jesse Burns MD,Manager,Marketing,Speciality,Female,Black,52,04-01-2003,"$181,231",25%,Brazil,Phoenix,########
E00356,Joseph Goodwin,Technical,Engineering,Speciality,Female,Asian,32,20-02-2002,"$129,465",13%,India,Miami,########
E00357,Marcus Matthews,Technical,Engineering,Speciality,Female,Asian,24,19-10-2001,"$172,202",29%,India,Manaus,########
E00358,Melissa Harding,Sr. Manager,Sales,Corporate,Male,Other,42,08-09-2013,"$182,167",10%,United States,Miami,########
E00359,Laura Humphrey,Sr. Manager,Sales,Corporate,Male,Caucasian,24,30-11-2015,"$172,582",4%,United States,Columbus,########
E00360,Shannon Nelson,Sr. Manager,Finance,Corporate,Male,Asian,37,11-07-2002,"$58,323",16%,Germany,Miami,########
E00361,Clarence Bush,Coordinator,Finance,Manufacturing,Female,Asian,39,31-01-2018,"$120,595",1%,Brazil,Miami,12-09-2020
E00362,Meredith Valencia,Technical,IT,Manufacturing,Female,Black,45,22-11-2018,"$180,149",14%,China,Seattle,10-03-2023
E00363,Eric Brown,Director,Finance,Manufacturing,Female,Other,39,21-08-2017,"$60,458",1%,Germany,Chongqing,########
E00364,Megan Baker,Manager,Finance,Speciality,Female,Other,37,05-12-2006,"$184,769",18%,Germany,Shanghai,########
E00365,Tiffany Hicks,Vice President,Finance,Speciality,Female,Latino,36,23-09-2015,"$144,754",5%,Germany,Chicago,########
E00366,Mr. Tanner Young,Consultant,Sales,Manufacturing,Female,Other,56,17-02-2011,"$167,453",24%,United States,Chongqing,########
E00367,David Parker,Vice President,Research,Corporate,Male,Latino,40,01-03-2016,"$127,919",19%,Brazil,Rio de Janeiro,########
E00368,Sara Davis,Coordinator,Engineering,Corporate,Male,Other,39,20-02-2002,"$56,986",27%,China,Chicago,########
E00369,Debra Simpson,Director,IT,Speciality,Male,Black,31,18-09-2016,"$102,727",24%,Brazil,Miami,16-09-2020
E00370,Justin Nguyen,Analyst,IT,Corporate,Female,Black,41,29-06-2015,"$55,807",13%,Brazil,Miami,########
E00371,Brooke Mcdonald,Director,Finance,Corporate,Male,Latino,27,24-05-1999,"$101,858",22%,Germany,Manaus,########
E00372,Adam Lewis MD,Analyst,IT,Manufacturing,Female,Other,30,05-11-2011,"$62,445",29%,China,Chongqing,########
E00373,Lee Liu,Manager,Research,Corporate,Female,Caucasian,35,12-10-1998,"$139,768",9%,Germany,Miami,20-02-2022
E00374,Linda Turner,Sr. Manager,IT,Corporate,Female,Black,53,19-09-2015,"$122,289",5%,India,Columbus,########
E00375,Mark Cannon,Consultant,Marketing,Manufacturing,Male,Black,42,02-11-2010,"$82,111",23%,Brazil,Chongqing,25-07-2023
E00376,Samuel Scott,Coordinator,Finance,Speciality,Female,Black,42,09-09-2001,"$77,098",3%,Germany,Austin,02-05-2021
E00377,Stephen Carpenter,Vice President,Research,Speciality,Male,Latino,35,09-02-2015,"$79,281",1%,Germany,Rio de Janeiro,########
E00378,Christopher Ford,Technical,Marketing,Corporate,Female,Black,36,05-08-2013,"$158,444",18%,India,Seattle,########
E00379,Traci Flores,Coordinator,Engineering,Corporate,Male,Asian,31,06-05-2019,"$129,849",4%,India,Columbus,17-06-2024
E00380,Scott Ballard,Manager,Engineering,Manufacturing,Female,Caucasian,50,16-07-1998,"$63,899",28%,India,Manaus,########
E00381,Erin Murray,Consultant,Finance,Manufacturing,Male,Caucasian,34,27-01-2010,"$126,256",28%,Brazil,Austin,########
E00382,Cory Burns,Analyst,Engineering,Manufacturing,Female,Asian,44,22-05-2009,"$148,396",6%,United States,Phoenix,########
E00383,Tyler Jackson,Consultant,Finance,Manufacturing,Male,Other,32,15-09-2003,"$162,286",19%,India,Chongqing,########
E00384,Kevin Malone,Engineer,Sales,Speciality,Female,Other,24,02-06-2000,"$112,863",19%,India,Seattle,17-03-2023
E00385,Nicole Ramos,Engineer,Finance,Corporate,Male,Other,27,28-08-2000,"$89,558",24%,India,Shanghai,########
E00386,Kenneth Mendez,Vice President,IT,Manufacturing,Male,Asian,26,08-04-2020,"$114,921",10%,India,Shanghai,09-06-2023
E00387,Dustin Rose,Coordinator,Finance,Corporate,Female,Black,30,22-05-2015,"$194,238",28%,Brazil,Rio de Janeiro,########
E00388,Ashley Roberts,Consultant,IT,Manufacturing,Male,Other,58,29-05-1999,"$87,379",0%,India,Austin,########
E00389,April Campbell,Coordinator,IT,Speciality,Male,Asian,30,23-02-1999,"$167,500",15%,United States,Phoenix,05-10-2022
E00390,Michael Warren,Director,Sales,Corporate,Male,Caucasian,31,01-07-2003,"$199,182",14%,India,Miami,########
E00391,Nicholas Oliver,Manager,IT,Corporate,Male,Black,44,13-08-2000,"$50,976",8%,United States,Chongqing,########
E00392,Bethany Harrison,Technical,Sales,Corporate,Female,Black,48,20-09-2016,"$154,344",19%,Brazil,Austin,########
E00393,John Beltran,Director,Research,Corporate,Male,Asian,59,04-11-2003,"$168,609",0%,India,Rio de Janeiro,18-09-2020
E00394,Kimberly Best,Analyst,Marketing,Speciality,Male,Other,51,10-04-2001,"$137,541",26%,China,Columbus,########
E00395,Erika Peterson,Coordinator,Sales,Corporate,Female,Latino,56,03-05-2023,"$59,364",25%,India,Miami,08-08-2023
E00396,Stephen Cherry,Sr. Manager,IT,Corporate,Female,Other,28,23-05-2018,"$130,704",27%,India,Shanghai,########
E00397,Timothy Smith,Analyst,Sales,Corporate,Male,Latino,32,12-06-2011,"$94,745",13%,Germany,Seattle,01-06-2021
E00398,Andrea Hunter,Vice President,Finance,Corporate,Male,Latino,29,24-04-2000,"$139,520",12%,Brazil,Chicago,########
E00399,Logan Orozco,Analyst,IT,Speciality,Female,Caucasian,25,11-12-2003,"$188,928",26%,United States,Chongqing,########
E00400,Karen Barnes,Engineer,Research,Speciality,Male,Asian,60,16-06-2010,"$60,073",22%,China,Manaus,29-04-2023
E00401,Elizabeth Fuller,Director,Sales,Speciality,Female,Caucasian,49,01-05-2008,"$183,629",17%,China,Seattle,########
E00402,Shawn Cline,Technical,Sales,Manufacturing,Male,Black,52,13-02-1999,"$52,630",7%,Brazil,Miami,########
E00403,Cynthia Davis,Engineer,Marketing,Corporate,Male,Asian,30,28-04-2003,"$145,240",9%,Brazil,Phoenix,########
E00404,Jessica Levy,Consultant,IT,Manufacturing,Female,Other,60,29-01-1995,"$161,905",2%,United States,Rio de Janeiro,########
E00405,Timothy Patterson,Analyst,Sales,Corporate,Male,Other,59,24-08-2000,"$104,814",30%,United States,Manaus,########
E00406,Jacqueline Krueger,Sr. Manager,Engineering,Manufacturing,Male,Caucasian,22,05-07-2019,"$92,154",20%,India,Rio de Janeiro,########
E00407,Tyler Joseph,Sr. Manager,Research,Manufacturing,Female,Latino,32,18-10-2016,"$125,283",23%,Germany,Miami,########
E00408,George Herring,Consultant,Sales,Speciality,Male,Asian,43,04-05-1995,"$69,786",13%,Brazil,Shanghai,18-03-2021
E00409,Jennifer Ferguson,Coordinator,Marketing,Manufacturing,Male,Latino,27,03-02-1995,"$77,160",20%,India,Phoenix,########
E00410,Don Moore,Analyst,Finance,Corporate,Female,Other,25,29-09-2001,"$90,046",18%,China,Columbus,06-04-2021
E00411,Charles Kirk,Manager,Research,Speciality,Female,Latino,26,29-01-2003,"$136,043",13%,United States,Rio de Janeiro,########
E00412,Mr. Jonathon Herrera Jr.,Vice President,Sales,Manufacturing,Female,Caucasian,58,27-11-2013,"$180,587",18%,United States,Chongqing,########
E00413,Adam Nichols,Vice President,Finance,Speciality,Male,Other,34,17-03-2016,"$144,370",0%,Germany,Chongqing,########
E00414,Andre Dominguez,Director,Research,Corporate,Female,Asian,38,27-06-2012,"$140,253",7%,India,Columbus,########
E00415,John Woods,Analyst,Sales,Manufacturing,Female,Latino,36,04-12-2014,"$148,761",13%,India,Miami,12-03-2022
E00416,Lauren Carter,Manager,IT,Manufacturing,Female,Black,47,07-12-2015,"$64,363",25%,United States,Miami,18-09-2024
E00417,Kathy Nguyen,Consultant,Engineering,Speciality,Male,Asian,50,01-12-2015,"$108,065",9%,Brazil,Rio de Janeiro,########
E00418,Robert Rivera,Analyst,Finance,Corporate,Female,Other,43,04-05-1999,"$66,457",16%,China,Miami,########
E00419,Patricia Olson,Consultant,Marketing,Manufacturing,Male,Latino,58,12-06-2022,"$145,512",24%,United States,Rio de Janeiro,########
E00420,Gregory Brown,Director,Research,Corporate,Female,Asian,25,09-12-2010,"$75,590",27%,India,Shanghai,########
E00421,Stephanie Gray,Consultant,IT,Manufacturing,Male,Asian,53,25-11-2020,"$178,144",2%,Germany,Manaus,########
E00422,Vanessa Bryant,Coordinator,Research,Manufacturing,Male,Asian,42,14-02-2023,"$149,387",29%,India,Miami,########
E00423,Matthew Parker,Vice President,Sales,Manufacturing,Female,Caucasian,44,22-01-2001,"$153,733",27%,United States,Chongqing,########
E00424,Heather Higgins,Sr. Manager,Sales,Corporate,Male,Other,25,02-07-2019,"$136,685",13%,China,Columbus,15-10-2021
E00425,Tammy Webb,Technical,Finance,Corporate,Male,Asian,46,01-04-2015,"$159,376",6%,China,Manaus,########
E00426,Karina Glenn,Technical,Sales,Manufacturing,Female,Latino,52,09-07-2007,"$88,930",26%,India,Shanghai,########
E00427,Anne Randolph,Coordinator,Research,Corporate,Female,Asian,52,03-02-2017,"$106,716",2%,China,Chongqing,########
E00428,Jessica Ramos,Analyst,IT,Speciality,Female,Asian,27,03-06-1997,"$131,965",28%,Germany,Austin,########
E00429,Troy Lewis,Technical,Engineering,Speciality,Female,Asian,53,30-11-2015,"$87,687",1%,China,Austin,########
E00430,Deborah Woodard,Director,Marketing,Corporate,Female,Black,32,07-07-2019,"$108,980",4%,United States,Chongqing,########
E00431,Emily Wright,Director,Finance,Speciality,Male,Other,42,16-05-2013,"$107,964",9%,Brazil,Chicago,########
E00432,Robert Blevins,Technical,Sales,Speciality,Female,Latino,38,30-10-2012,"$184,886",23%,China,Rio de Janeiro,14-04-2023
E00433,Jackson Newman,Vice President,IT,Speciality,Male,Black,35,18-09-2010,"$85,452",26%,United States,Phoenix,########
E00434,Diane Reed,Manager,Engineering,Manufacturing,Male,Other,28,01-11-1998,"$188,571",20%,Germany,Phoenix,23-04-2022
